Simulation Time,No of Clients,Total Requests,Hop Reduction,Cache Hit Ratio,Latency,Policy,x0_dislike,x0_highly_dislike,x0_highly_like,x0_like,x0_neutral,x1_ dislike,x1_ highly_dislike,x1_ highly_like,x1_ like,x1_ neutral,x2_ dislike,x2_ highly_dislike,x2_ highly_like,x2_ like,x2_ neutral,x3_ dislike,x3_ highly_dislike,x3_ highly_like,x3_ like,x3_ neutral,x4_ dislike,x4_ highly_dislike,x4_ highly_like,x4_ like,x4_ neutral,x5_ dislike,x5_ highly_dislike,x5_ highly_like,x5_ like,x5_ neutral,x6_ dislike,x6_ highly_dislike,x6_ highly_like,x6_ like,x6_ neutral,x7_ dislike,x7_ highly_dislike,x7_ highly_like,x7_ like,x7_ neutral
2025-05-11 14:49:56,0.9400891101752747,-0.664397563699055,0.2731033862541548,-0.4867486829629295,-0.24046965369056145,LRU,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
2025-05-11 14:49:56,-0.17906459241433823,-0.6384512907089851,0.2731033862541548,-0.5342420167624872,-0.19515311538372926,LRU,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.6125050177189153,0.2731033862541548,-0.5795765626620654,-0.27956902416582663,LRU,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.5865587447288455,0.2731033862541548,-0.6228962398549952,-0.07234815389554389,LRU,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.5692612294021322,0.2731033862541548,-0.18116201329643106,-0.1767266819829475,LRU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-11 14:49:56,0.9400891101752747,-0.5346661987487058,0.2731033862541548,0.20847288414549295,-0.07578445622108468,LRU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2025-05-11 14:49:56,-0.17906459241433823,-0.5000711680952793,0.2731033862541548,0.13295743806302662,-0.08691570907588256,LRU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.4741248951052095,0.2731033862541548,0.07899961087910207,-0.30495099697202055,LRU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
2025-05-11 14:49:56,-1.2982182950039511,-0.45682737977849625,0.2731033862541548,0.04422678891612822,-0.22158052333245937,LRU,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-11 14:49:56,-0.17906459241433823,-0.43952986445178305,0.2731033862541548,0.010369041215338005,-0.2221127524989463,LRU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
2025-05-11 14:49:56,-0.17906459241433823,-0.4222323491250698,0.2731033862541548,-0.02260928446724968,-0.136232577786408,LRU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.396286076135,0.2731033862541548,-0.07050137526744078,-0.30799793693723204,LRU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.37033980314493015,0.2731033862541548,-0.1165975126626248,-0.2250886880968872,LRU,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2025-05-11 14:49:56,0.9400891101752747,-0.3357447724915037,0.2731033862541548,-0.17543567177680264,-0.18934779160267076,LRU,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
